menu_item_id,name,description,protein,calories,image_url,is_new,organic_percentage,category,sku_type,tags,id,created_date,updated_date,created_by_id,created_by,is_sample
"1441","Grilled Beef Burger"," Roast Potatoes, Pepper and Onion Medley, Sweet Corn Salsa and Tomato Relish","32.6","574","https://cloudfront.frive.co.uk/media/7679/opt_LP-REC-3144-Beef_Burger_Balanced.png","true","0","meals","Meat","","69862e0ffb6fe137d357522d","2026-02-06T18:08:15.849000","2026-02-06T18:08:15.849000","6981e6e79a5edfa27e248c07","adamhorne008@yahoo.co.uk","false"
"1442","Turkish Lamb Kofte Balls"," Aromatic Cabbage Rice, Warm Cabbage with Lemon and Herbs, Light Coconut Curry Sauce and Pepper Salsa ","33.2","523","https://cloudfront.frive.co.uk/media/7676/opt_LP-REC-3146-Turkish_Lamb_Kofte_Balls_lowe_carb.png","false","2","meals","Meat","","69862e0ffb6fe137d357522e","2026-02-06T18:08:15.849000","2026-02-06T18:08:15.849000","6981e6e79a5edfa27e248c07","adamhorne008@yahoo.co.uk","false"
"1443","Cajun King Prawns & Spanish-Style Rice","With Spanish-Style Rice, Butternut Squash & Peas","29.2","374","https://cloudfront.frive.co.uk/media/7729/opt_1443_Prawn_Paella.png","true","4","meals","Fish","","69862e0ffb6fe137d357522f","2026-02-06T18:08:15.849000","2026-02-06T18:08:15.849000","6981e6e79a5edfa27e248c07","adamhorne008@yahoo.co.uk","false"
"1444","Smoky Chipotle Prawns With Black Bean Rice ","With Black Bean Rice, Shredded Veg & Avocado Dressing","33.7","505","https://cloudfront.frive.co.uk/media/7730/opt_LP-REC-3085-Baja_Prawns.png","true","13","meals","Fish","","69862e0ffb6fe137d3575230","2026-02-06T18:08:15.849000","2026-02-06T18:08:15.849000","6981e6e79a5edfa27e248c07","adamhorne008@yahoo.co.uk","false"
"1445","Pesto Seabass","Roasted Potatoes, Cherry Tomatoes, Pepper Salsa","34","598","https://cloudfront.frive.co.uk/media/7709/opt_1445-PESTO_BASS.png","true","6","meals","Fish","","69862e0ffb6fe137d3575231","2026-02-06T18:08:15.849000","2026-02-06T18:08:15.849000","6981e6e79a5edfa27e248c07","adamhorne008@yahoo.co.uk","false"
"1446","Thai-Inspired Ginger Bass","With Jasmine Rice, Mango & Thai Basil Salad","32.8","563","https://cloudfront.frive.co.uk/media/7710/opt_1446-THAI_GINGER_BASS.png","true","4","meals","Fish","","69862e0ffb6fe137d3575232","2026-02-06T18:08:15.849000","2026-02-06T18:08:15.849000","6981e6e79a5edfa27e248c07","adamhorne008@yahoo.co.uk","false"
"1451","Citrus Sea Bass With Quinoa & Roasted Veg","With Quinoa and Roasted Veg","37","515","https://cloudfront.frive.co.uk/media/7715/opt_1451-LEMON_BASS-QUINOA-SUMMER_PEA_MEDLEY.png","true","12","meals","Fish","","69862e0ffb6fe137d3575233","2026-02-06T18:08:15.849000","2026-02-06T18:08:15.849000","6981e6e79a5edfa27e248c07","adamhorne008@yahoo.co.uk","false"
"1452","Smoky BBQ Chicken With Spinach Rigatoni","With Spinach Rigatoni & Roasted Sweetcorn","41.7","569","https://cloudfront.frive.co.uk/media/7716/opt_1452-BBQ_CHICKEN-SWEETCORN_RIGATONI.png","true","10","meals","Meat","","69862e0ffb6fe137d3575234","2026-02-06T18:08:15.849000","2026-02-06T18:08:15.849000","6981e6e79a5edfa27e248c07","adamhorne008@yahoo.co.uk","false"
"1453","Teriyaki Salmon Noodles,","with Matchstick Vegetable Stir Fry","29.2","550","https://cloudfront.frive.co.uk/media/7717/opt_1453-TERIYAKI_SALMON-BALANCED.png","true","13","meals","Fish","","69862e0ffb6fe137d3575235","2026-02-06T18:08:15.849000","2026-02-06T18:08:15.849000","6981e6e79a5edfa27e248c07","adamhorne008@yahoo.co.uk","false"
"1455","Jerk Chicken With Rice & Peas & Plantain","With Rice & Peas, Plantain & Spiced Gravy","49.8","649","https://cloudfront.frive.co.uk/media/7760/opt_LP-PRO-1455-Chilli-Jerk-Chicken-V1.png","true","4","meals","Meat","","69862e0ffb6fe137d3575236","2026-02-06T18:08:15.849000","2026-02-06T18:08:15.849000","6981e6e79a5edfa27e248c07","adamhorne008@yahoo.co.uk","false"
"1463","Chicken Pho with Rice Noodles, Fresh Herbs & Peppers","with Rice Noodles, Fresh Herbs and Peppers","44.3","484","https://cloudfront.frive.co.uk/media/7762/opt_LP-PRO-1463-Chicken-Pho.png","true","9","meals","Meat","","69862e0ffb6fe137d3575237","2026-02-06T18:08:15.849000","2026-02-06T18:08:15.849000","6981e6e79a5edfa27e248c07","adamhorne008@yahoo.co.uk","false"
"1465","Thai Coconut Chicken Soup with Lemongrass, Lime & Fresh Herbs","with Lemongrass, Lime and Fresh Herbs","33.5","550","https://cloudfront.frive.co.uk/media/7764/opt_LP-PRO-1465-Thai-Coconut-Chicken-Curry-Soup.png","true","4","meals","Meat","","69862e0ffb6fe137d3575238","2026-02-06T18:08:15.849000","2026-02-06T18:08:15.849000","6981e6e79a5edfa27e248c07","adamhorne008@yahoo.co.uk","false"
"1469","Thai Red Chicken, Dressed Green Beans, Curry & Ginger Smashed Sweet Potato ","Thai Red Chicken, Dressed Green Beans, Curry Ginger Smashed Sweet Potato ","44.8","629","https://cloudfront.frive.co.uk/media/7769/opt_Thai-Red-Chicken-Breast-with-green-beans-and-crushed-sweet-potato-mash.png","true","12","meals","Meat","","69862e0ffb6fe137d3575239","2026-02-06T18:08:15.849000","2026-02-06T18:08:15.849000","6981e6e79a5edfa27e248c07","adamhorne008@yahoo.co.uk","false"
"322","Sweet Chilli Prawns","with sticky rice and edamame beans","14","307","https://cloudfront.frive.co.uk/media/7139/opt_upload.png","false","5","add-ons","","","69862e0ffb6fe137d35751d6","2026-02-06T18:08:15.848000","2026-02-06T18:08:15.848000","6981e6e79a5edfa27e248c07","adamhorne008@yahoo.co.uk","false"
"333","Chocolate, Fruit & Nut Power Balls","shredded coconut rolled around rich chocolate, hazelnut, faba bean protein, and pecan ball.","11.9","581","https://cloudfront.frive.co.uk/media/7140/opt_upload.png","false","42","add-ons","","","69862e0ffb6fe137d35751d7","2026-02-06T18:08:15.848000","2026-02-06T18:08:15.848000","6981e6e79a5edfa27e248c07","adamhorne008@yahoo.co.uk","false"
"347","Chocolate & Walnut Brownie","","9.8","401","https://cloudfront.frive.co.uk/media/7141/opt_upload.png","false","33","add-ons","","","69862e0ffb6fe137d35751d8","2026-02-06T18:08:15.848000","2026-02-06T18:08:15.848000","6981e6e79a5edfa27e248c07","adamhorne008@yahoo.co.uk","false"
"369","Peanut & Caramel Bar","caramel, nougat, peanuts and dark chocolate","18.4","502","https://cloudfront.frive.co.uk/media/7144/opt_upload.png","false","22","add-ons","","","69862e0ffb6fe137d35751d9","2026-02-06T18:08:15.848000","2026-02-06T18:08:15.848000","6981e6e79a5edfa27e248c07","adamhorne008@yahoo.co.uk","false"
"370","Peach & Berry Crumble","with a velvety custard","5.3","422","https://cloudfront.frive.co.uk/media/7145/opt_upload.png","false","38","add-ons","","","69862e0ffb6fe137d35751da","2026-02-06T18:08:15.848000","2026-02-06T18:08:15.848000","6981e6e79a5edfa27e248c07","adamhorne008@yahoo.co.uk","false"
"397","Soy & Sesame Chicken Wings","Chicken wings marinated in a rich and savoury blend of soy sauce and toasted sesame seeds.","29.3","437","https://cloudfront.frive.co.uk/media/7147/opt_upload.png","false","17","add-ons","","","69862e0ffb6fe137d35751db","2026-02-06T18:08:15.848000","2026-02-06T18:08:15.848000","6981e6e79a5edfa27e248c07","adamhorne008@yahoo.co.uk","false"
"477","Apple Crumble","with a velvety custard","4.6","453","https://cloudfront.frive.co.uk/media/6725/opt_upload.png","false","32","add-ons","","","69862e0ffb6fe137d35751dc","2026-02-06T18:08:15.848000","2026-02-06T18:08:15.848000","6981e6e79a5edfa27e248c07","adamhorne008@yahoo.co.uk","false"
"497","Hot Wings","","28.6","383","https://cloudfront.frive.co.uk/media/7154/opt_upload.png","false","13","add-ons","","","69862e0ffb6fe137d35751dd","2026-02-06T18:08:15.848000","2026-02-06T18:08:15.848000","6981e6e79a5edfa27e248c07","adamhorne008@yahoo.co.uk","false"
"549","Chocolate & Hazelnut Powerballs","with coconut cream","5.8","368","https://cloudfront.frive.co.uk/media/7155/opt_upload.png","false","50","add-ons","","","69862e0ffb6fe137d35751de","2026-02-06T18:08:15.848000","2026-02-06T18:08:15.848000","6981e6e79a5edfa27e248c07","adamhorne008@yahoo.co.uk","false"
"563","Harissa & Tahini Chicken Thighs","with a sweet potato shakshuka and roasted peppers and tomatoes","39.4","561","https://cloudfront.frive.co.uk/media/6728/opt_upload.png","false","6","meals","Meat","","69862e0ffb6fe137d35751df","2026-02-06T18:08:15.848000","2026-02-06T18:08:15.848000","6981e6e79a5edfa27e248c07","adamhorne008@yahoo.co.uk","false"
